I,II,III,aVR,aVF,aVL,V1,V2,V3,V4,V5,V6
0.155,0.225,0.055,-0.19,0.135,0.055,-0.07,-0.135,0.02,0.075,0.18,0.65
0.16,0.21,0.035,-0.185,0.115,0.07,-0.105,-0.14,0.02,0.075,0.165,0.65
0.155,0.23,0.06,-0.195,0.14,0.055,-0.14,-0.17,0.01,0.07,0.18,0.65
0.135,0.205,0.055,-0.17,0.125,0.045,-0.13,-0.18,-0.015,0.065,0.175,0.65
0.13,0.22,0.075,-0.175,0.14,0.035,-0.135,-0.185,-0.005,0.06,0.195,0.665
0.13,0.19,0.045,-0.16,0.11,0.05,-0.115,-0.185,-0.015,0.07,0.21,0.665
0.13,0.18,0.035,-0.155,0.1,0.055,-0.115,-0.165,-0.02,0.045,0.165,0.66
0.135,0.19,0.04,-0.165,0.11,0.055,-0.115,-0.165,-0.03,0.035,0.16,0.64
0.155,0.16,-0.01,-0.16,0.07,0.09,-0.13,-0.185,-0.035,0.03,0.175,0.635
0.155,0.14,-0.025,-0.15,0.055,0.095,-0.105,-0.18,-0.065,0.025,0.185,0.625
0.155,0.12,-0.05,-0.14,0.03,0.11,-0.095,-0.175,-0.05,0.02,0.16,0.62
0.13,0.1,-0.045,-0.115,0.02,0.095,-0.085,-0.17,-0.055,0.035,0.15,0.61
0.12,0.075,-0.06,-0.1,0.0,0.095,-0.075,-0.17,-0.06,0.03,0.14,0.62
0.115,0.035,-0.095,-0.075,-0.035,0.11,-0.065,-0.17,-0.025,0.04,0.17,0.61
0.105,0.03,-0.09,-0.07,-0.035,0.105,-0.06,-0.165,-0.075,0.01,0.14,0.575
0.095,-0.03,-0.14,-0.035,-0.09,0.125,-0.045,-0.16,-0.1,0.0,0.13,0.56
0.085,-0.04,-0.14,-0.025,-0.095,0.12,-0.03,-0.15,-0.105,-0.03,0.115,0.555
0.085,-0.06,-0.16,-0.015,-0.115,0.13,-0.025,-0.14,-0.09,-0.015,0.105,0.54
0.085,-0.075,-0.175,-0.01,-0.13,0.14,-0.025,-0.14,-0.095,-0.02,0.095,0.515
0.085,-0.085,-0.185,-0.005,-0.14,0.14,-0.02,-0.14,-0.105,-0.025,0.09,0.53
0.085,-0.075,-0.175,-0.01,-0.13,0.14,-0.02,-0.16,-0.11,-0.03,0.105,0.525
0.085,-0.105,-0.205,0.005,-0.16,0.155,-0.02,-0.16,-0.115,-0.015,0.1,0.52
0.085,-0.11,-0.21,0.01,-0.165,0.155,-0.02,-0.16,-0.12,-0.045,0.09,0.495
0.085,-0.12,-0.22,0.015,-0.175,0.16,-0.02,-0.14,-0.125,-0.05,0.105,0.51
0.085,-0.125,-0.225,0.015,-0.18,0.165,-0.02,-0.135,-0.13,-0.03,0.085,0.51
0.085,-0.13,-0.23,0.02,-0.185,0.165,-0.02,-0.135,-0.13,-0.035,0.065,0.505
0.085,-0.135,-0.235,0.02,-0.19,0.17,-0.02,-0.135,-0.15,-0.04,0.08,0.505
0.085,-0.14,-0.24,0.025,-0.195,0.17,0.0,-0.135,-0.135,-0.04,0.08,0.52
0.085,-0.125,-0.225,0.015,-0.18,0.165,-0.02,-0.155,-0.135,-0.04,0.1,0.5
0.105,-0.13,-0.25,0.01,-0.195,0.185,0.0,-0.135,-0.14,-0.04,0.1,0.52
0.085,-0.13,-0.23,0.02,-0.185,0.165,-0.02,-0.155,-0.14,-0.04,0.1,0.5
0.085,-0.13,-0.23,0.02,-0.185,0.165,0.0,-0.13,-0.14,-0.04,0.095,0.5
0.105,-0.15,-0.27,0.02,-0.215,0.195,0.005,-0.13,-0.12,-0.04,0.095,0.48
0.085,-0.15,-0.25,0.03,-0.205,0.175,0.005,-0.15,-0.135,-0.04,0.095,0.5
0.085,-0.135,-0.235,0.02,-0.19,0.17,-0.015,-0.14,-0.135,-0.06,0.095,0.5
0.085,-0.14,-0.24,0.025,-0.195,0.17,-0.015,-0.125,-0.13,-0.04,0.095,0.5
0.085,-0.14,-0.24,0.025,-0.195,0.17,-0.01,-0.14,-0.13,-0.045,0.1,0.5
0.085,-0.14,-0.24,0.025,-0.195,0.17,-0.01,-0.14,-0.13,-0.045,0.12,0.5
0.085,-0.14,-0.24,0.025,-0.195,0.17,-0.005,-0.14,-0.13,-0.045,0.12,0.5
0.085,-0.14,-0.24,0.025,-0.195,0.17,-0.005,-0.14,-0.13,-0.04,0.12,0.5
0.085,-0.14,-0.24,0.025,-0.195,0.17,-0.005,-0.14,-0.13,-0.04,0.12,0.5
0.085,-0.155,-0.255,0.03,-0.21,0.18,-0.005,-0.12,-0.105,-0.035,0.12,0.5
0.085,-0.135,-0.235,0.02,-0.19,0.17,-0.005,-0.14,-0.125,-0.035,0.125,0.5
0.085,-0.135,-0.235,0.02,-0.19,0.17,0.0,-0.14,-0.125,-0.035,0.125,0.5
0.085,-0.135,-0.235,0.02,-0.19,0.17,0.0,-0.135,-0.12,-0.035,0.14,0.5
0.065,-0.13,-0.21,0.03,-0.175,0.14,0.0,-0.135,-0.12,-0.015,0.14,0.5
0.085,-0.13,-0.23,0.02,-0.185,0.165,0.005,-0.13,-0.115,-0.01,0.14,0.5
0.105,-0.13,-0.25,0.01,-0.195,0.185,0.015,-0.125,-0.105,0.0,0.13,0.505
0.105,-0.13,-0.25,0.01,-0.195,0.185,0.045,-0.105,-0.065,0.01,0.155,0.505
0.085,-0.125,-0.225,0.015,-0.18,0.165,0.065,-0.055,0.0,0.035,0.16,0.49
0.09,-0.115,-0.22,0.01,-0.175,0.165,0.1,0.02,0.1,0.08,0.18,0.515
0.1,-0.095,-0.21,-0.005,-0.16,0.165,0.14,0.1,0.22,0.2,0.215,0.535
0.105,-0.055,-0.175,-0.025,-0.12,0.15,0.135,0.13,0.37,0.32,0.285,0.56
0.12,0.045,-0.09,-0.085,-0.03,0.11,0.07,0.125,0.5,0.475,0.395,0.615
0.155,0.135,-0.035,-0.14,0.045,0.1,-0.005,0.085,0.595,0.61,0.52,0.685
0.175,0.225,0.035,-0.2,0.125,0.075,-0.07,0.0,0.665,0.8,0.685,0.79
0.195,0.31,0.1,-0.255,0.2,0.055,-0.175,-0.04,0.7,0.975,0.8,0.9
0.22,0.39,0.155,-0.305,0.265,0.04,-0.28,-0.125,0.685,1.135,0.93,0.965
0.24,0.44,0.185,-0.34,0.305,0.035,-0.365,-0.22,0.63,1.305,1.06,1.05
0.24,0.525,0.27,-0.385,0.39,-0.01,-0.49,-0.345,0.595,1.455,1.18,1.125
0.275,0.595,0.305,-0.435,0.445,-0.01,-0.62,-0.485,0.53,1.57,1.26,1.185
0.28,0.66,0.36,-0.475,0.505,-0.03,-0.705,-0.61,0.455,1.66,1.335,1.245
0.27,0.69,0.405,-0.48,0.54,-0.06,-0.78,-0.7,0.375,1.735,1.44,1.315
0.275,0.72,0.43,-0.5,0.565,-0.07,-0.83,-0.75,0.34,1.77,1.455,1.32
0.265,0.695,0.415,-0.48,0.55,-0.07,-0.86,-0.77,0.34,1.73,1.41,1.295
0.255,0.66,0.39,-0.46,0.52,-0.06,-0.91,-0.815,0.295,1.595,1.31,1.25
0.235,0.585,0.335,-0.41,0.455,-0.045,-0.92,-0.84,0.225,1.345,1.125,1.135
0.215,0.405,0.175,-0.31,0.28,0.025,-0.885,-0.83,0.115,0.895,0.83,0.96
0.185,0.235,0.035,-0.21,0.13,0.08,-0.835,-0.86,-0.07,0.39,0.505,0.76
0.135,0.13,-0.02,-0.135,0.05,0.085,-0.815,-0.885,-0.325,-0.025,0.255,0.635
0.13,0.05,-0.095,-0.09,-0.03,0.12,-0.755,-0.915,-0.585,-0.3,0.14,0.55
0.105,-0.02,-0.14,-0.045,-0.085,0.13,-0.69,-0.935,-0.795,-0.43,0.07,0.48
0.09,-0.07,-0.175,-0.015,-0.13,0.14,-0.64,-0.905,-0.895,-0.5,0.005,0.435
0.085,-0.105,-0.205,0.005,-0.16,0.155,-0.57,-0.865,-0.915,-0.525,-0.01,0.43
0.08,-0.115,-0.21,0.015,-0.17,0.155,-0.51,-0.79,-0.865,-0.505,-0.025,0.415
0.055,-0.14,-0.21,0.04,-0.18,0.14,-0.425,-0.71,-0.79,-0.455,0.005,0.43
0.055,-0.11,-0.18,0.025,-0.15,0.125,-0.37,-0.665,-0.67,-0.41,0.02,0.415
0.075,-0.07,-0.16,-0.005,-0.12,0.125,-0.345,-0.605,-0.57,-0.335,0.045,0.425
0.075,-0.025,-0.115,-0.025,-0.075,0.105,-0.3,-0.56,-0.48,-0.275,0.095,0.46
0.075,0.005,-0.085,-0.04,-0.045,0.09,-0.28,-0.51,-0.41,-0.24,0.105,0.47
0.08,0.035,-0.06,-0.06,-0.02,0.075,-0.24,-0.45,-0.335,-0.195,0.13,0.46
0.08,0.05,-0.045,-0.065,-0.005,0.07,-0.18,-0.4,-0.275,-0.155,0.17,0.47
0.08,0.035,-0.06,-0.06,-0.02,0.075,-0.14,-0.345,-0.225,-0.14,0.165,0.47
0.065,0.005,-0.075,-0.035,-0.04,0.08,-0.125,-0.295,-0.185,-0.115,0.175,0.45
0.085,-0.01,-0.11,-0.04,-0.065,0.105,-0.09,-0.275,-0.17,-0.095,0.18,0.45
0.065,-0.03,-0.11,-0.02,-0.075,0.095,-0.065,-0.215,-0.14,-0.08,0.185,0.465
0.065,-0.045,-0.125,-0.015,-0.09,0.105,-0.045,-0.2,-0.12,-0.085,0.205,0.44
0.065,-0.06,-0.14,-0.005,-0.105,0.11,-0.025,-0.175,-0.085,-0.08,0.205,0.455
0.065,-0.075,-0.155,0.0,-0.12,0.12,-0.015,-0.15,-0.065,-0.07,0.205,0.435
0.07,-0.085,-0.17,0.005,-0.135,0.13,0.015,-0.135,-0.075,-0.065,0.205,0.43
0.05,-0.09,-0.155,0.015,-0.13,0.11,0.005,-0.12,-0.065,-0.04,0.21,0.43
0.045,-0.095,-0.155,0.02,-0.13,0.11,0.015,-0.11,-0.08,-0.055,0.21,0.43
0.045,-0.1,-0.16,0.025,-0.135,0.11,0.02,-0.1,-0.055,-0.05,0.215,0.43
0.065,-0.08,-0.16,0.005,-0.125,0.12,0.025,-0.1,-0.05,-0.045,0.215,0.425
0.065,-0.08,-0.16,0.005,-0.125,0.12,0.03,-0.095,-0.045,-0.04,0.24,0.445
0.065,-0.08,-0.16,0.005,-0.125,0.12,0.035,-0.09,-0.04,-0.04,0.245,0.43
0.065,-0.08,-0.16,0.005,-0.125,0.12,0.04,-0.085,-0.015,-0.02,0.25,0.43
0.045,-0.1,-0.16,0.025,-0.135,0.11,0.04,-0.08,-0.01,-0.015,0.25,0.43
0.045,-0.1,-0.16,0.025,-0.135,0.11,0.045,-0.08,-0.005,-0.035,0.23,0.41
0.05,-0.1,-0.165,0.02,-0.14,0.115,0.05,-0.08,0.0,-0.03,0.245,0.41
0.045,-0.095,-0.155,0.02,-0.13,0.11,0.05,-0.08,0.005,-0.025,0.25,0.43
0.045,-0.075,-0.135,0.01,-0.11,0.1,0.05,-0.08,-0.015,-0.02,0.235,0.41
0.045,-0.075,-0.135,0.01,-0.11,0.1,0.055,-0.075,-0.01,-0.01,0.26,0.41
0.045,-0.075,-0.135,0.01,-0.11,0.1,0.075,-0.05,0.015,0.015,0.26,0.41
0.025,-0.09,-0.13,0.03,-0.115,0.085,0.06,-0.05,0.0,0.02,0.26,0.43
0.025,-0.11,-0.15,0.04,-0.135,0.095,0.06,-0.07,0.025,0.005,0.26,0.41
0.025,-0.09,-0.13,0.03,-0.115,0.085,0.06,-0.07,0.01,0.005,0.26,0.41
0.045,-0.09,-0.15,0.02,-0.125,0.105,0.06,-0.05,0.03,0.005,0.28,0.41
0.045,-0.085,-0.14,0.015,-0.12,0.105,0.06,-0.05,0.035,0.035,0.27,0.41
0.025,-0.065,-0.105,0.015,-0.09,0.075,0.06,-0.05,0.04,0.04,0.27,0.415
0.045,-0.08,-0.14,0.015,-0.115,0.1,0.065,-0.065,0.02,0.045,0.25,0.395
0.03,-0.055,-0.1,0.01,-0.085,0.075,0.065,-0.065,0.02,0.05,0.275,0.415
0.03,-0.075,-0.12,0.02,-0.105,0.085,0.065,-0.04,0.025,0.05,0.285,0.41
0.03,-0.075,-0.12,0.02,-0.105,0.085,0.06,-0.04,0.045,0.055,0.27,0.41
0.055,-0.07,-0.14,0.005,-0.11,0.105,0.06,-0.04,0.03,0.055,0.27,0.39
0.04,-0.07,-0.125,0.01,-0.105,0.09,0.06,-0.04,0.05,0.035,0.275,0.385
0.04,-0.065,-0.12,0.01,-0.1,0.09,0.075,-0.04,0.05,0.06,0.275,0.39
0.04,-0.065,-0.12,0.01,-0.1,0.09,0.06,-0.035,0.055,0.07,0.3,0.39
0.04,-0.065,-0.12,0.01,-0.1,0.09,0.055,-0.035,0.055,0.075,0.28,0.39
0.045,-0.06,-0.12,0.005,-0.095,0.09,0.055,-0.035,0.08,0.08,0.28,0.395
0.05,-0.06,-0.125,0.0,-0.1,0.095,0.055,-0.05,0.065,0.085,0.3,0.41
0.075,-0.04,-0.13,-0.02,-0.09,0.11,0.055,-0.05,0.07,0.085,0.28,0.375
0.075,-0.04,-0.13,-0.02,-0.09,0.11,0.05,-0.045,0.08,0.07,0.28,0.39
0.06,-0.06,-0.135,-0.005,-0.105,0.105,0.055,-0.025,0.08,0.095,0.3,0.39
0.075,-0.055,-0.14,-0.015,-0.105,0.12,0.05,-0.025,0.08,0.095,0.28,0.395
0.08,-0.03,-0.125,-0.025,-0.085,0.11,0.05,-0.025,0.085,0.1,0.28,0.375
0.075,-0.03,-0.12,-0.025,-0.08,0.105,0.05,-0.045,0.09,0.105,0.285,0.375
0.055,-0.025,-0.095,-0.02,-0.065,0.085,0.05,-0.02,0.095,0.11,0.295,0.38
0.055,-0.04,-0.11,-0.01,-0.08,0.09,0.05,-0.02,0.12,0.115,0.315,0.4
0.055,-0.04,-0.11,-0.01,-0.08,0.09,0.05,-0.035,0.105,0.14,0.295,0.38
0.035,-0.035,-0.085,-0.005,-0.065,0.07,0.055,-0.01,0.13,0.14,0.315,0.395
0.055,-0.035,-0.105,-0.015,-0.075,0.09,0.055,-0.025,0.14,0.13,0.315,0.395
0.055,-0.03,-0.1,-0.015,-0.07,0.085,0.055,-0.025,0.125,0.115,0.315,0.38
0.05,-0.03,-0.095,-0.015,-0.07,0.08,0.055,-0.02,0.13,0.135,0.32,0.38
0.05,-0.025,-0.09,-0.015,-0.065,0.08,0.055,-0.02,0.135,0.125,0.305,0.365
0.045,-0.005,-0.065,-0.02,-0.04,0.065,0.075,-0.015,0.14,0.155,0.335,0.37
0.04,0.0,-0.055,-0.02,-0.035,0.055,0.06,0.01,0.155,0.16,0.315,0.37
0.06,0.0,-0.075,-0.03,-0.045,0.075,0.06,-0.01,0.18,0.16,0.32,0.35
0.065,-0.015,-0.095,-0.025,-0.06,0.09,0.06,0.015,0.19,0.165,0.32,0.39
0.06,0.01,-0.065,-0.035,-0.035,0.07,0.06,0.005,0.2,0.15,0.325,0.37
0.04,-0.005,-0.06,-0.02,-0.04,0.06,0.065,0.025,0.21,0.175,0.325,0.375
0.04,0.02,-0.035,-0.03,-0.015,0.045,0.065,0.03,0.22,0.185,0.33,0.375
0.06,0.02,-0.055,-0.04,-0.025,0.065,0.085,0.015,0.23,0.175,0.335,0.38
0.06,0.025,-0.05,-0.045,-0.02,0.065,0.065,0.04,0.22,0.185,0.34,0.36
0.04,0.01,-0.045,-0.025,-0.025,0.05,0.065,0.03,0.255,0.195,0.35,0.385
0.04,0.03,-0.025,-0.035,-0.005,0.04,0.07,0.035,0.27,0.22,0.375,0.405
0.04,0.035,-0.02,-0.04,0.0,0.035,0.095,0.04,0.28,0.23,0.355,0.37
0.02,0.015,-0.02,-0.02,-0.01,0.03,0.075,0.05,0.32,0.24,0.36,0.37
0.04,0.02,-0.035,-0.03,-0.015,0.045,0.075,0.075,0.33,0.25,0.365,0.395
0.045,0.045,-0.015,-0.045,0.01,0.035,0.07,0.065,0.325,0.245,0.39,0.395
0.025,0.05,0.01,-0.04,0.025,0.015,0.075,0.07,0.34,0.26,0.395,0.4
0.025,0.055,0.015,-0.04,0.03,0.01,0.095,0.1,0.375,0.295,0.405,0.405
0.05,0.06,-0.005,-0.055,0.02,0.035,0.095,0.11,0.395,0.31,0.41,0.39
0.03,0.065,0.02,-0.05,0.035,0.01,0.1,0.1,0.395,0.32,0.4,0.415
0.05,0.065,0.0,-0.06,0.025,0.03,0.085,0.13,0.435,0.335,0.405,0.415
0.03,0.07,0.025,-0.05,0.04,0.01,0.105,0.14,0.455,0.35,0.435,0.42
0.035,0.075,0.025,-0.055,0.045,0.01,0.11,0.135,0.48,0.37,0.425,0.405
0.055,0.08,0.01,-0.07,0.04,0.03,0.11,0.14,0.5,0.385,0.435,0.415
0.055,0.09,0.02,-0.075,0.05,0.025,0.095,0.155,0.52,0.405,0.445,0.42
0.06,0.1,0.025,-0.08,0.055,0.025,0.115,0.185,0.54,0.425,0.475,0.445
0.06,0.11,0.035,-0.085,0.065,0.02,0.115,0.195,0.56,0.445,0.5,0.43
0.065,0.12,0.04,-0.095,0.075,0.02,0.12,0.21,0.59,0.485,0.495,0.415
0.07,0.125,0.04,-0.1,0.075,0.02,0.12,0.22,0.635,0.49,0.505,0.44
0.07,0.135,0.05,-0.105,0.085,0.015,0.105,0.235,0.665,0.525,0.51,0.465
0.055,0.14,0.07,-0.1,0.1,0.0,0.13,0.25,0.69,0.525,0.52,0.45
0.055,0.13,0.06,-0.095,0.09,0.005,0.115,0.26,0.71,0.545,0.53,0.435
0.06,0.135,0.06,-0.1,0.09,0.005,0.115,0.255,0.735,0.56,0.545,0.465
0.08,0.14,0.05,-0.115,0.09,0.02,0.14,0.28,0.74,0.59,0.54,0.475
0.08,0.155,0.06,-0.12,0.1,0.015,0.14,0.315,0.78,0.63,0.57,0.485
0.06,0.185,0.11,-0.125,0.14,-0.02,0.14,0.305,0.805,0.65,0.585,0.47
0.08,0.195,0.1,-0.14,0.14,-0.005,0.14,0.315,0.84,0.67,0.615,0.495
0.085,0.2,0.1,-0.14,0.14,0.0,0.13,0.325,0.86,0.68,0.585,0.485
0.07,0.21,0.125,-0.14,0.16,-0.02,0.15,0.335,0.875,0.695,0.595,0.485
0.07,0.215,0.13,-0.14,0.165,-0.025,0.155,0.34,0.89,0.71,0.6,0.49
0.09,0.225,0.12,-0.16,0.165,-0.01,0.135,0.345,0.88,0.7,0.63,0.495
0.09,0.23,0.125,-0.16,0.17,-0.01,0.135,0.35,0.89,0.71,0.635,0.5
0.09,0.24,0.135,-0.165,0.18,-0.015,0.135,0.35,0.895,0.725,0.645,0.505
0.095,0.245,0.135,-0.17,0.185,-0.015,0.135,0.355,0.905,0.735,0.65,0.51
0.08,0.23,0.135,-0.155,0.175,-0.02,0.155,0.36,0.91,0.74,0.635,0.515
0.08,0.235,0.14,-0.16,0.18,-0.025,0.155,0.345,0.93,0.765,0.66,0.515
0.08,0.255,0.16,-0.17,0.2,-0.035,0.135,0.37,0.915,0.745,0.665,0.52
0.06,0.24,0.165,-0.15,0.195,-0.045,0.16,0.37,0.935,0.745,0.65,0.525
0.06,0.245,0.17,-0.155,0.2,-0.05,0.135,0.365,0.91,0.75,0.655,0.505
0.085,0.255,0.155,-0.17,0.2,-0.03,0.15,0.36,0.905,0.75,0.66,0.53
0.085,0.275,0.175,-0.18,0.22,-0.04,0.15,0.36,0.9,0.755,0.66,0.53
0.08,0.26,0.165,-0.17,0.205,-0.035,0.14,0.35,0.895,0.755,0.685,0.51
0.06,0.26,0.185,-0.16,0.215,-0.055,0.14,0.345,0.87,0.75,0.67,0.535
0.06,0.26,0.185,-0.16,0.215,-0.055,0.12,0.335,0.875,0.745,0.67,0.535
0.06,0.245,0.17,-0.155,0.2,-0.05,0.135,0.325,0.86,0.735,0.69,0.515
0.04,0.265,0.21,-0.155,0.23,-0.08,0.13,0.31,0.82,0.7,0.66,0.515
0.055,0.26,0.19,-0.16,0.22,-0.06,0.105,0.285,0.795,0.68,0.65,0.49
0.075,0.235,0.14,-0.155,0.185,-0.03,0.095,0.265,0.745,0.635,0.64,0.505
0.05,0.25,0.185,-0.15,0.21,-0.06,0.09,0.225,0.705,0.61,0.63,0.5
0.045,0.245,0.185,-0.14,0.21,-0.065,0.085,0.2,0.645,0.57,0.62,0.475
0.04,0.24,0.185,-0.14,0.205,-0.065,0.08,0.155,0.6,0.54,0.56,0.485
0.035,0.23,0.18,-0.135,0.2,-0.065,0.075,0.15,0.555,0.5,0.56,0.46
0.03,0.215,0.17,-0.125,0.185,-0.065,0.065,0.12,0.505,0.44,0.54,0.445
0.025,0.2,0.16,-0.115,0.175,-0.06,0.06,0.1,0.46,0.395,0.515,0.43
0.015,0.185,0.155,-0.1,0.165,-0.065,0.055,0.07,0.41,0.35,0.47,0.4
0.01,0.175,0.15,-0.095,0.155,-0.065,0.05,0.065,0.365,0.305,0.47,0.405
0.025,0.16,0.12,-0.095,0.135,-0.04,0.045,0.045,0.315,0.28,0.45,0.39
0.025,0.14,0.105,-0.085,0.12,-0.035,0.035,0.005,0.255,0.25,0.43,0.36
0.02,0.135,0.1,-0.08,0.11,-0.035,0.015,-0.01,0.22,0.2,0.39,0.37
-0.005,0.12,0.11,-0.06,0.11,-0.05,0.035,-0.025,0.19,0.185,0.395,0.36
-0.01,0.11,0.105,-0.05,0.105,-0.05,0.03,-0.015,0.16,0.16,0.375,0.35
-0.01,0.095,0.09,-0.045,0.09,-0.045,0.03,-0.025,0.155,0.155,0.36,0.34
-0.015,0.065,0.065,-0.025,0.06,-0.035,0.025,-0.02,0.13,0.14,0.34,0.33
-0.015,0.05,0.05,-0.02,0.045,-0.025,0.025,-0.03,0.11,0.1,0.33,0.32
-0.015,0.06,0.06,-0.025,0.055,-0.03,0.025,-0.055,0.095,0.085,0.32,0.315
-0.015,0.075,0.075,-0.03,0.07,-0.04,0.025,-0.065,0.06,0.05,0.285,0.285
-0.015,0.05,0.05,-0.02,0.045,-0.025,0.02,-0.07,0.05,0.06,0.3,0.28
-0.015,0.045,0.045,-0.02,0.04,-0.025,0.02,-0.055,0.035,0.05,0.295,0.28
-0.015,0.04,0.04,-0.015,0.035,-0.02,0.0,-0.06,0.03,0.06,0.285,0.275
-0.02,0.035,0.04,-0.01,0.035,-0.025,0.02,-0.06,0.045,0.03,0.28,0.27
-0.04,0.03,0.055,0.0,0.04,-0.04,0.02,-0.08,0.035,0.025,0.275,0.28
-0.005,0.025,0.015,-0.015,0.015,0.0,0.025,-0.08,0.01,0.02,0.27,0.28
-0.005,0.025,0.015,-0.015,0.015,0.0,0.02,-0.085,0.005,0.01,0.27,0.26
-0.025,0.025,0.035,-0.005,0.025,-0.02,0.02,-0.07,0.02,0.025,0.27,0.26
-0.045,0.02,0.05,0.01,0.03,-0.04,0.02,-0.09,0.015,0.025,0.285,0.26
-0.045,0.04,0.07,0.0,0.05,-0.05,0.02,-0.07,0.015,0.025,0.27,0.26
-0.025,0.02,0.03,0.0,0.02,-0.02,0.02,-0.07,0.015,0.02,0.285,0.245
-0.025,0.02,0.03,0.0,0.02,-0.02,0.0,-0.07,0.015,0.02,0.265,0.26
-0.025,0.04,0.05,-0.01,0.04,-0.03,0.02,-0.07,-0.005,-0.005,0.26,0.26
-0.025,0.02,0.03,0.0,0.02,-0.02,0.02,-0.07,0.01,0.03,0.255,0.275
-0.025,0.02,0.03,0.0,0.02,-0.02,0.02,-0.09,0.01,0.01,0.255,0.27
-0.02,0.02,0.025,-0.005,0.02,-0.015,0.015,-0.09,0.01,0.015,0.24,0.25
-0.02,0.02,0.025,-0.005,0.02,-0.015,0.015,-0.09,-0.01,-0.005,0.24,0.235
-0.025,0.02,0.03,0.0,0.02,-0.02,-0.005,-0.07,-0.01,0.01,0.24,0.255
-0.045,0.0,0.03,0.02,0.01,-0.03,0.02,-0.09,-0.005,0.015,0.24,0.255
-0.045,0.015,0.045,0.01,0.025,-0.035,0.02,-0.09,-0.005,0.01,0.26,0.255
-0.045,0.015,0.045,0.01,0.025,-0.035,0.0,-0.07,0.015,0.01,0.26,0.255
-0.045,0.015,0.045,0.01,0.025,-0.035,0.0,-0.07,0.015,0.01,0.26,0.255
-0.025,0.015,0.025,0.0,0.015,-0.015,0.0,-0.07,0.015,0.01,0.225,0.24
-0.025,0.015,0.025,0.0,0.015,-0.015,0.0,-0.07,0.01,-0.01,0.245,0.24
-0.04,0.015,0.04,0.01,0.025,-0.03,0.015,-0.07,0.01,0.01,0.245,0.24
-0.045,0.015,0.045,0.01,0.025,-0.035,-0.005,-0.07,0.01,0.01,0.245,0.24
-0.045,0.035,0.065,0.0,0.045,-0.05,0.0,-0.07,0.015,0.015,0.245,0.255
-0.025,0.015,0.025,0.0,0.015,-0.015,0.0,-0.065,0.02,0.015,0.24,0.255
-0.025,0.035,0.045,-0.01,0.035,-0.03,0.0,-0.07,0.02,0.0,0.24,0.235
-0.025,0.015,0.025,0.0,0.015,-0.015,0.0,-0.065,0.02,0.015,0.245,0.24
-0.045,0.035,0.065,0.0,0.045,-0.05,0.0,-0.05,0.04,0.015,0.245,0.24
-0.045,0.015,0.045,0.01,0.025,-0.035,0.0,-0.065,0.02,0.015,0.245,0.24
-0.035,0.01,0.03,0.01,0.015,-0.025,0.0,-0.06,0.01,0.0,0.22,0.24
-0.035,0.01,0.03,0.01,0.015,-0.025,0.0,-0.06,0.03,0.0,0.22,0.24
-0.035,0.015,0.035,0.005,0.02,-0.025,-0.005,-0.07,0.02,0.0,0.235,0.24
-0.045,0.02,0.05,0.01,0.03,-0.04,-0.005,-0.07,0.02,0.0,0.24,0.24
-0.045,0.02,0.05,0.01,0.03,-0.04,-0.005,-0.07,0.015,0.0,0.24,0.24
-0.045,0.015,0.045,0.01,0.025,-0.035,0.0,-0.06,0.02,0.005,0.24,0.24
-0.035,0.01,0.03,0.01,0.015,-0.025,0.0,-0.055,0.015,0.005,0.24,0.25
-0.035,0.01,0.03,0.01,0.015,-0.025,0.0,-0.055,0.02,0.0,0.235,0.255
-0.035,0.015,0.035,0.005,0.02,-0.025,0.0,-0.055,0.015,-0.01,0.23,0.255
-0.035,0.015,0.035,0.005,0.02,-0.025,0.0,-0.06,0.02,0.0,0.23,0.25
-0.035,0.02,0.04,0.005,0.025,-0.03,0.0,-0.06,0.015,0.01,0.23,0.235
-0.035,0.015,0.035,0.005,0.02,-0.025,0.01,-0.055,0.02,0.02,0.235,0.23
-0.035,0.015,0.035,0.005,0.02,-0.025,0.01,-0.05,0.02,0.02,0.235,0.22
-0.035,0.015,0.035,0.005,0.02,-0.025,0.015,-0.05,0.03,0.01,0.235,0.22
-0.035,0.02,0.04,0.005,0.025,-0.03,0.01,-0.055,0.03,0.005,0.23,0.22
-0.035,0.03,0.05,0.0,0.035,-0.035,0.01,-0.06,0.03,0.005,0.22,0.22
-0.035,0.03,0.05,0.0,0.035,-0.035,0.0,-0.055,0.03,0.01,0.22,0.22
-0.035,0.02,0.04,0.005,0.025,-0.03,0.0,-0.05,0.03,0.01,0.22,0.22
-0.035,0.015,0.035,0.005,0.02,-0.025,0.0,-0.05,0.03,0.005,0.22,0.22
-0.03,0.01,0.025,0.005,0.015,-0.02,0.0,-0.05,0.03,0.005,0.23,0.22
-0.03,0.01,0.025,0.005,0.015,-0.02,0.0,-0.05,0.035,0.01,0.23,0.22
-0.03,0.01,0.025,0.005,0.015,-0.02,0.0,-0.04,0.04,0.02,0.23,0.23
-0.035,0.0,0.02,0.015,0.005,-0.02,0.01,-0.04,0.05,0.02,0.22,0.23
-0.035,0.0,0.02,0.015,0.005,-0.02,0.01,-0.04,0.04,0.01,0.215,0.23
-0.035,0.0,0.02,0.015,0.005,-0.02,0.015,-0.04,0.03,0.005,0.21,0.215
